"0-0"	1.0000000000000004
"0-1"	0.1310810987157898
"0-10"	-0.11782565604983775
"0-11"	0.11950130706998778
"0-12"	0.09397052161307791
"0-13"	-0.05222708158356953
"0-14"	0.32195712673893934
"0-15"	-0.31605947109701654
"0-16"	-0.05315183218262686
"0-17"	0.31523605696233653
"0-18"	-0.299109898150692
"0-19"	-0.020904685232698044
"0-2"	0.07251762048310369
"0-20"	0.05791270787939224
"0-21"	-0.07426264555834138
"0-22"	-0.26185913186876125
"0-23"	-0.35529068118499685
"0-24"	0.25946258625544744
"0-25"	0.1069759027081553
"0-26"	-0.287963227239805
"0-27"	0.048910091454444575
"0-28"	-0.16007065090351108
"0-29"	-0.282678742685339
"0-3"	0.8675662847808612
"0-30"	0.046907048617674085
"0-31"	-0.16435673091129205
"0-32"	0.01809059833801077
"0-33"	0.05291811925653111
"0-34"	-0.02264522367370022
"0-35"	0.17250593110349247
"0-36"	-0.16770648649048636
"0-37"	0.1134251665167765
"0-38"	-0.06070411905826729
"0-39"	0.28601618753196073
"0-4"	0.1380045717686185
"0-5"	-0.12426674510368636
"0-6"	-0.008710512029707877
"0-7"	-0.04549430704800228
"0-8"	-0.041262788380967
"0-9"	-0.2076742892514003
"1-0"	0.1310810987157898
"1-1"	0.9999999999999997
"1-10"	-0.055902207702726324
"1-11"	0.09790952262772333
"1-12"	0.07685201710701285
"1-13"	0.04267710300159428
"1-14"	0.11682388487224085
"1-15"	-0.23714922523297527
"1-16"	0.05656302192583956
"1-17"	0.11774488452466696
"1-18"	-0.238237976317302
"1-19"	0.032956617305664876
"1-2"	-0.13428573960429246
"1-20"	0.06576919826758963
"1-21"	0.06628231974635684
"1-22"	-0.16144824326253107
"1-23"	-0.19192754316893673
"1-24"	0.19486891653064892
"1-25"	0.06278669371626006
"1-26"	-0.09453192076362897
"1-27"	0.11194129881231285
"1-28"	-0.06981693965575234
"1-29"	-0.09366323579200092
"1-3"	0.17266537790100983
"1-30"	0.11281741253185402
"1-31"	-0.07134304416029424
"1-32"	0.011670444228309049
"1-33"	0.00536396496849275
"1-34"	0.05265574283274988
"1-35"	0.12340417446692233
"1-36"	-0.09361602678917086
"1-37"	0.09383854308393118
"1-38"	-0.0450602902191073
"1-39"	0.19442376555032567
"1-4"	0.8299294886150588
"1-5"	-0.10239611954343097
"1-6"	0.15035829813014057
"1-7"	-0.05015750130700015
"1-8"	0.1411329304488767
"1-9"	-0.11149400084194011
"10-0"	-0.11782565604983772
"10-1"	-0.055902207702726296
"10-10"	1.0000000000000009
"10-11"	0.01911255686356126
"10-12"	-0.0792552963201436
"10-13"	0.03401457626745506
"10-14"	-0.16144673888207067
"10-15"	0.2938667867674763
"10-16"	0.03186153004667657
"10-17"	-0.16652309524415898
"10-18"	0.2956791689406663
"10-19"	-0.009944107476770636
"10-2"	-0.0553715727820774
"10-20"	0.0703445019828984
"10-21"	-0.012822868851809728
"10-22"	0.3018178799028675
"10-23"	0.19115453494092371
"10-24"	-0.5019028111505612
"10-25"	-0.024704518376992824
"10-26"	0.2096834131302253
"10-27"	-0.09575837551382883
"10-28"	0.1085268933006395
"10-29"	0.21484954075082385
"10-3"	-0.1270366234607112
"10-30"	-0.09929051930098337
"10-31"	0.11319997630283468
"10-32"	-0.06538656558066556
"10-33"	-0.00291218378913517
"10-34"	0.12827147772230205
"10-35"	-0.2961295463096248
"10-36"	0.15447497713392194
"10-37"	-0.20699277917350542
"10-38"	0.11331333263924112
"10-39"	-0.2495979127333524
"10-4"	-0.05955386149379819
"10-5"	-0.06595678937337916
"10-6"	0.05656593042263981
"10-7"	-0.027661859509929925
"10-8"	0.012041516821122134
"10-9"	0.061545959869714506
"11-0"	0.11950130706998778
"11-1"	0.09790952262772333
"11-10"	0.01911255686356124
"11-11"	1.0
"11-12"	0.09445055109590264
"11-13"	0.022493550264295385
"11-14"	0.1796850167295807
"11-15"	-0.12448310286216194
"11-16"	0.025663675464570428
"11-17"	0.17840992312185752
"11-18"	-0.12153858884583578
"11-19"	-0.0021425227400989773
"11-2"	-0.020802790870174254
"11-20"	-0.007410832789646631
"11-21"	-0.016723285130627548
"11-22"	-0.5609072821864511
"11-23"	-0.27727722864654175
"11-24"	-0.0981765305788798
"11-25"	0.13848099536062253
"11-26"	-0.0433820750992958
"11-27"	0.0410244136688694
"11-28"	-0.01160834447988954
"11-29"	-0.04028018526845676
"11-3"	0.1257812161598576
"11-30"	0.04369524407608986
"11-31"	-0.009475223848265603
"11-32"	-0.0006649163496802341
"11-33"	-0.014874291484296597
"11-34"	0.035899894950867754
"11-35"	-0.1583757904081185
"11-36"	-0.30756643119251137
"11-37"	0.17629524899026308
"11-38"	0.15518921172813216
"11-39"	-0.057423434461629896
"11-4"	0.10584356479126884
"11-5"	-0.02510810332901302
"11-6"	-0.016814796890862276
"11-7"	-0.02634564586141914
"11-8"	-0.017627879354866125
"11-9"	-0.0318736332536769
"12-0"	0.09397052161307794
"12-1"	0.07685201710701296
"12-10"	-0.07925529632014364
"12-11"	0.09445055109590257
"12-12"	0.9999999999999986
"12-13"	-0.04933684791313822
"12-14"	0.07292770154775949
"12-15"	-0.1961029286709818
"12-16"	-0.04205705418377005
