"ankleMagne1"	-33.9324
"ankleMagne2"	0.7721359999999999
"ankleMagne3"	18.7501
"handAcc16_2"	3.5249099999999998
"handAcc16_3"	3.44425
"handAcc6_1"	-5.34657
"ankleAcc6_1"	9.548689999999999
"ankleAcc6_2"	-0.22687600000000002
"ankleAcc6_3"	-1.9887400000000002
"chestAcc16_3"	-1.4653100000000001
"chestAcc6_1"	0.309166
"chestAcc6_2"	9.13799
"ankleAcc16_1"	9.53595
"ankleAcc16_2"	-0.296078
"ankleAcc16_3"	-2.41742
"chestMagne3"	2.94305
"chestTemperature"	36.4375
"handAcc16_1"	-5.421069999999999
"handMagne2"	-16.0993
"handMagne3"	-23.9643
"handTemperature"	33.1875
"chestGyro3"	-0.0169788
"chestMagne1"	2.75025
"chestMagne2"	-33.3734
"handGyro2"	0.00591161
"handGyro3"	-0.00560351
"handMagne1"	22.8201
"ankleTemperature"	34.0625
"chestAcc16_1"	0.44018999999999997
"chestAcc16_2"	9.19876
"ankleGyro1"	0.00458411
"ankleGyro2"	-0.00382093
"ankleGyro3"	-0.00225002
"handAcc6_2"	3.56494
"handAcc6_3"	3.67823
"handGyro1"	-0.00603428
"chestAcc6_3"	-1.10826
"chestGyro1"	0.00262897
"chestGyro2"	0.000618227
"heartrate"	104.0
"timestamp"	1467.16
